Date           ,       TSS,       DO,       AMM,       NIT,       FRP,       POC,       DOC,       PON,       DON,       POP,       DOP,       GRN,       BGA,       CRYPT,       MDIAT,       DINO,       ZEROS,       ONES 
01/01/2013 00:00, 1.800000 , 221.110446 , 0.142857 , 0.071429 , 0.064516 , 2.266978 , 22.669784 , 0.304330 , 3.043297 , 0.014700 , 0.147000 , 0.030625 , 0.024500 , 0.030625 , 0.254800 , 0.024500 , 0.000000 , 1.000000 
02/01/2013 00:00, 1.800000 , 221.110446 , 0.142857 , 0.071429 , 0.064516 , 2.272761 , 22.727615 , 0.305106 , 3.051061 , 0.014737 , 0.147375 , 0.030703 , 0.024562 , 0.030703 , 0.255450 , 0.024562 , 0.000000 , 1.000000 
03/01/2013 00:00, 1.800000 , 220.780008 , 0.142857 , 0.071429 , 0.064516 , 2.278545 , 22.785446 , 0.305882 , 3.058824 , 0.014775 , 0.147750 , 0.030781 , 0.024625 , 0.030781 , 0.256100 , 0.024625 , 0.000000 , 1.000000 
04/01/2013 00:00, 1.800000 , 220.586452 , 0.142857 , 0.071429 , 0.064516 , 2.284328 , 22.843277 , 0.306659 , 3.066588 , 0.014813 , 0.148125 , 0.030859 , 0.024688 , 0.030859 , 0.256750 , 0.024688 , 0.000000 , 1.000000 
05/01/2013 00:00, 1.800000 , 221.976821 , 0.142857 , 0.071429 , 0.064516 , 2.290111 , 22.901108 , 0.307435 , 3.074351 , 0.014850 , 0.148500 , 0.030938 , 0.024750 , 0.030938 , 0.257400 , 0.024750 , 0.000000 , 1.000000 
06/01/2013 00:00, 1.800000 , 222.015766 , 0.142857 , 0.071429 , 0.064516 , 2.295894 , 22.958939 , 0.308211 , 3.082115 , 0.014887 , 0.148875 , 0.031016 , 0.024812 , 0.031016 , 0.258050 , 0.024812 , 0.000000 , 1.000000 
07/01/2013 00:00, 1.800000 , 221.631270 , 0.142857 , 0.071429 , 0.064516 , 2.301677 , 23.016770 , 0.308988 , 3.089878 , 0.014925 , 0.149250 , 0.031094 , 0.024875 , 0.031094 , 0.258700 , 0.024875 , 0.000000 , 1.000000 
08/01/2013 00:00, 1.800000 , 220.195059 , 0.142857 , 0.071429 , 0.064516 , 2.307460 , 23.074601 , 0.309764 , 3.097642 , 0.014963 , 0.149625 , 0.031172 , 0.024938 , 0.031172 , 0.259350 , 0.024938 , 0.000000 , 1.000000 
09/01/2013 00:00, 1.800000 , 219.105565 , 0.142857 , 0.071429 , 0.064516 , 2.313243 , 23.132432 , 0.310541 , 3.105405 , 0.015000 , 0.150000 , 0.031250 , 0.025000 , 0.031250 , 0.260000 , 0.025000 , 0.000000 , 1.000000 
10/01/2013 00:00, 1.800000 , 219.498423 , 0.142857 , 0.071429 , 0.064516 , 2.297822 , 22.978216 , 0.308470 , 3.084703 , 0.014900 , 0.149000 , 0.031042 , 0.024833 , 0.031042 , 0.258267 , 0.024833 , 0.000000 , 1.000000 
11/01/2013 00:00, 1.800000 , 220.011093 , 0.142857 , 0.071429 , 0.064516 , 2.282400 , 22.824000 , 0.306400 , 3.064000 , 0.014800 , 0.148000 , 0.030833 , 0.024667 , 0.030833 , 0.256533 , 0.024667 , 0.000000 , 1.000000 
12/01/2013 00:00, 1.800000 , 220.762051 , 0.142857 , 0.071429 , 0.064516 , 2.266978 , 22.669784 , 0.304330 , 3.043297 , 0.014700 , 0.147000 , 0.030625 , 0.024500 , 0.030625 , 0.254800 , 0.024500 , 0.000000 , 1.000000 
13/01/2013 00:00, 1.800000 , 221.436708 , 0.142857 , 0.071429 , 0.064516 , 2.251557 , 22.515568 , 0.302259 , 3.022595 , 0.014600 , 0.146000 , 0.030417 , 0.024333 , 0.030417 , 0.253067 , 0.024333 , 0.000000 , 1.000000 
14/01/2013 00:00, 1.800000 , 220.271521 , 0.142857 , 0.071429 , 0.064516 , 2.236135 , 22.361351 , 0.300189 , 3.001892 , 0.014500 , 0.145000 , 0.030208 , 0.024167 , 0.030208 , 0.251333 , 0.024167 , 0.000000 , 1.000000 
15/01/2013 00:00, 1.800000 , 220.251074 , 0.142857 , 0.071429 , 0.064516 , 2.220714 , 22.207135 , 0.298119 , 2.981189 , 0.014400 , 0.144000 , 0.030000 , 0.024000 , 0.030000 , 0.249600 , 0.024000 , 0.000000 , 1.000000 
16/01/2013 00:00, 1.800000 , 219.266099 , 0.142857 , 0.071429 , 0.064516 , 2.205292 , 22.052919 , 0.296049 , 2.960486 , 0.014300 , 0.143000 , 0.029792 , 0.023833 , 0.029792 , 0.247867 , 0.023833 , 0.000000 , 1.000000 
17/01/2013 00:00, 1.800000 , 218.318188 , 0.142857 , 0.071429 , 0.064516 , 2.189870 , 21.898703 , 0.293978 , 2.939784 , 0.014200 , 0.142000 , 0.029583 , 0.023667 , 0.029583 , 0.246133 , 0.023667 , 0.000000 , 1.000000 
18/01/2013 00:00, 1.800000 , 219.901107 , 0.142857 , 0.071429 , 0.064516 , 2.202400 , 22.024003 , 0.295660 , 2.956605 , 0.014281 , 0.142812 , 0.029753 , 0.023802 , 0.029753 , 0.247542 , 0.023802 , 0.000000 , 1.000000 
19/01/2013 00:00, 1.800000 , 220.577457 , 0.142857 , 0.071429 , 0.064516 , 2.214930 , 22.149304 , 0.297343 , 2.973426 , 0.014362 , 0.143625 , 0.029922 , 0.023937 , 0.029922 , 0.248950 , 0.023937 , 0.000000 , 1.000000 
20/01/2013 00:00, 1.800000 , 220.670345 , 0.142857 , 0.071429 , 0.064516 , 2.227460 , 22.274605 , 0.299025 , 2.990247 , 0.014444 , 0.144437 , 0.030091 , 0.024073 , 0.030091 , 0.250358 , 0.024073 , 0.000000 , 1.000000 
21/01/2013 00:00, 1.800000 , 220.755786 , 0.142857 , 0.071429 , 0.064516 , 2.239991 , 22.399905 , 0.300707 , 3.007068 , 0.014525 , 0.145250 , 0.030260 , 0.024208 , 0.030260 , 0.251767 , 0.024208 , 0.000000 , 1.000000 
22/01/2013 00:00, 1.800000 , 220.939970 , 0.142857 , 0.071429 , 0.064516 , 2.252521 , 22.525206 , 0.302389 , 3.023889 , 0.014606 , 0.146062 , 0.030430 , 0.024344 , 0.030430 , 0.253175 , 0.024344 , 0.000000 , 1.000000 
23/01/2013 00:00, 1.800000 , 220.857769 , 0.142857 , 0.071429 , 0.064516 , 2.265051 , 22.650507 , 0.304071 , 3.040709 , 0.014687 , 0.146875 , 0.030599 , 0.024479 , 0.030599 , 0.254583 , 0.024479 , 0.000000 , 1.000000 
24/01/2013 00:00, 1.800000 , 221.366195 , 0.142857 , 0.071429 , 0.064516 , 2.277581 , 22.775807 , 0.305753 , 3.057530 , 0.014769 , 0.147687 , 0.030768 , 0.024615 , 0.030768 , 0.255992 , 0.024615 , 0.000000 , 1.000000 
25/01/2013 00:00, 1.800000 , 222.081612 , 0.142857 , 0.071429 , 0.064516 , 2.290111 , 22.901108 , 0.307435 , 3.074351 , 0.014850 , 0.148500 , 0.030938 , 0.024750 , 0.030938 , 0.257400 , 0.024750 , 0.000000 , 1.000000 
26/01/2013 00:00, 1.800000 , 222.919802 , 0.142857 , 0.071429 , 0.064516 , 2.302641 , 23.026409 , 0.309117 , 3.091172 , 0.014931 , 0.149312 , 0.031107 , 0.024885 , 0.031107 , 0.258808 , 0.024885 , 0.000000 , 1.000000 
27/01/2013 00:00, 1.800000 , 222.986291 , 0.142857 , 0.071429 , 0.064516 , 2.315171 , 23.151709 , 0.310799 , 3.107993 , 0.015013 , 0.150125 , 0.031276 , 0.025021 , 0.031276 , 0.260217 , 0.025021 , 0.000000 , 1.000000 
28/01/2013 00:00, 1.800000 , 223.991281 , 0.142857 , 0.071429 , 0.064516 , 2.327701 , 23.277010 , 0.312481 , 3.124814 , 0.015094 , 0.150938 , 0.031445 , 0.025156 , 0.031445 , 0.261625 , 0.025156 , 0.000000 , 1.000000 
29/01/2013 00:00, 1.800000 , 223.568775 , 0.142857 , 0.071429 , 0.064516 , 2.340231 , 23.402311 , 0.314164 , 3.141635 , 0.015175 , 0.151750 , 0.031615 , 0.025292 , 0.031615 , 0.263033 , 0.025292 , 0.000000 , 1.000000 
30/01/2013 00:00, 1.800000 , 222.836699 , 0.142857 , 0.071429 , 0.064516 , 2.352761 , 23.527611 , 0.315846 , 3.158456 , 0.015256 , 0.152562 , 0.031784 , 0.025427 , 0.031784 , 0.264442 , 0.025427 , 0.000000 , 1.000000 
31/01/2013 00:00, 1.800000 , 223.033318 , 0.142857 , 0.071429 , 0.064516 , 2.365291 , 23.652912 , 0.317528 , 3.175277 , 0.015337 , 0.153375 , 0.031953 , 0.025562 , 0.031953 , 0.265850 , 0.025562 , 0.000000 , 1.000000 
01/02/2013 00:00, 1.800000 , 223.617646 , 0.142857 , 0.071429 , 0.064516 , 2.377821 , 23.778213 , 0.319210 , 3.192098 , 0.015419 , 0.154188 , 0.032122 , 0.025698 , 0.032122 , 0.267258 , 0.025698 , 0.000000 , 1.000000 
02/02/2013 00:00, 1.800000 , 223.671881 , 0.142857 , 0.071429 , 0.064516 , 2.390351 , 23.903514 , 0.320892 , 3.208919 , 0.015500 , 0.155000 , 0.032292 , 0.025833 , 0.032292 , 0.268667 , 0.025833 , 0.000000 , 1.000000 
03/02/2013 00:00, 1.800000 , 222.692138 , 0.142857 , 0.071429 , 0.064516 , 2.378785 , 23.787851 , 0.319339 , 3.193392 , 0.015425 , 0.154250 , 0.032135 , 0.025708 , 0.032135 , 0.267367 , 0.025708 , 0.000000 , 1.000000 
04/02/2013 00:00, 1.800000 , 221.418785 , 0.142857 , 0.071429 , 0.064516 , 2.367219 , 23.672189 , 0.317786 , 3.177865 , 0.015350 , 0.153500 , 0.031979 , 0.025583 , 0.031979 , 0.266067 , 0.025583 , 0.000000 , 1.000000 
05/02/2013 00:00, 1.800000 , 221.036555 , 0.142857 , 0.071429 , 0.064516 , 2.355653 , 23.556527 , 0.316234 , 3.162338 , 0.015275 , 0.152750 , 0.031823 , 0.025458 , 0.031823 , 0.264767 , 0.025458 , 0.000000 , 1.000000 
06/02/2013 00:00, 1.800000 , 221.673790 , 0.142857 , 0.071429 , 0.064516 , 2.344086 , 23.440865 , 0.314681 , 3.146811 , 0.015200 , 0.152000 , 0.031667 , 0.025333 , 0.031667 , 0.263467 , 0.025333 , 0.000000 , 1.000000 
07/02/2013 00:00, 1.800000 , 222.407855 , 0.142857 , 0.071429 , 0.064516 , 2.332520 , 23.325203 , 0.313128 , 3.131284 , 0.015125 , 0.151250 , 0.031510 , 0.025208 , 0.031510 , 0.262167 , 0.025208 , 0.000000 , 1.000000 
08/02/2013 00:00, 1.800000 , 222.738729 , 0.142857 , 0.071429 , 0.064516 , 2.320954 , 23.209541 , 0.311576 , 3.115757 , 0.015050 , 0.150500 , 0.031354 , 0.025083 , 0.031354 , 0.260867 , 0.025083 , 0.000000 , 1.000000 
09/02/2013 00:00, 1.800000 , 222.813880 , 0.142857 , 0.071429 , 0.064516 , 2.309388 , 23.093878 , 0.310023 , 3.100230 , 0.014975 , 0.149750 , 0.031198 , 0.024958 , 0.031198 , 0.259567 , 0.024958 , 0.000000 , 1.000000 
10/02/2013 00:00, 1.800000 , 223.071670 , 0.142857 , 0.071429 , 0.064516 , 2.297822 , 22.978216 , 0.308470 , 3.084703 , 0.014900 , 0.149000 , 0.031042 , 0.024833 , 0.031042 , 0.258267 , 0.024833 , 0.000000 , 1.000000 
11/02/2013 00:00, 1.800000 , 221.732896 , 0.142857 , 0.071429 , 0.064516 , 2.334448 , 23.344480 , 0.313387 , 3.133872 , 0.015137 , 0.151375 , 0.031536 , 0.025229 , 0.031536 , 0.262383 , 0.025229 , 0.000000 , 1.000000 
12/02/2013 00:00, 1.800000 , 220.801695 , 0.142857 , 0.071429 , 0.064516 , 2.371074 , 23.710743 , 0.318304 , 3.183041 , 0.015375 , 0.153750 , 0.032031 , 0.025625 , 0.032031 , 0.266500 , 0.025625 , 0.000000 , 1.000000 
13/02/2013 00:00, 1.800000 , 220.509130 , 0.142857 , 0.071429 , 0.064516 , 2.407701 , 24.077007 , 0.323221 , 3.232209 , 0.015613 , 0.156125 , 0.032526 , 0.026021 , 0.032526 , 0.270617 , 0.026021 , 0.000000 , 1.000000 
14/02/2013 00:00, 1.800000 , 219.503020 , 0.142857 , 0.071429 , 0.064516 , 2.444327 , 24.443270 , 0.328138 , 3.281378 , 0.015850 , 0.158500 , 0.033021 , 0.026417 , 0.033021 , 0.274733 , 0.026417 , 0.000000 , 1.000000 
15/02/2013 00:00, 1.800000 , 219.092186 , 0.142857 , 0.071429 , 0.064516 , 2.480953 , 24.809534 , 0.333055 , 3.330547 , 0.016087 , 0.160875 , 0.033516 , 0.026813 , 0.033516 , 0.278850 , 0.026813 , 0.000000 , 1.000000 
16/02/2013 00:00, 1.800000 , 219.345661 , 0.142857 , 0.071429 , 0.064516 , 2.517580 , 25.175797 , 0.337972 , 3.379716 , 0.016325 , 0.163250 , 0.034010 , 0.027208 , 0.034010 , 0.282967 , 0.027208 , 0.000000 , 1.000000 
17/02/2013 00:00, 1.800000 , 219.178285 , 0.142857 , 0.071429 , 0.064516 , 2.554206 , 25.542061 , 0.342889 , 3.428885 , 0.016563 , 0.165625 , 0.034505 , 0.027604 , 0.034505 , 0.287083 , 0.027604 , 0.000000 , 1.000000 
18/02/2013 00:00, 1.800000 , 219.975766 , 0.142857 , 0.071429 , 0.064516 , 2.590832 , 25.908324 , 0.347805 , 3.478054 , 0.016800 , 0.168000 , 0.035000 , 0.028000 , 0.035000 , 0.291200 , 0.028000 , 0.000000 , 1.000000 
19/02/2013 00:00, 1.800000 , 220.233009 , 0.142857 , 0.071429 , 0.064516 , 2.569628 , 25.696277 , 0.344959 , 3.449588 , 0.016663 , 0.166625 , 0.034714 , 0.027771 , 0.034714 , 0.288817 , 0.027771 , 0.000000 , 1.000000 
20/02/2013 00:00, 1.800000 , 220.254160 , 0.142857 , 0.071429 , 0.064516 , 2.548423 , 25.484230 , 0.342112 , 3.421122 , 0.016525 , 0.165250 , 0.034427 , 0.027542 , 0.034427 , 0.286433 , 0.027542 , 0.000000 , 1.000000 
21/02/2013 00:00, 1.800000 , 219.526320 , 0.142857 , 0.071429 , 0.064516 , 2.527218 , 25.272182 , 0.339266 , 3.392655 , 0.016387 , 0.163875 , 0.034141 , 0.027312 , 0.034141 , 0.284050 , 0.027312 , 0.000000 , 1.000000 
22/02/2013 00:00, 1.800000 , 218.235869 , 0.142857 , 0.071429 , 0.064516 , 2.506014 , 25.060135 , 0.336419 , 3.364189 , 0.016250 , 0.162500 , 0.033854 , 0.027083 , 0.033854 , 0.281667 , 0.027083 , 0.000000 , 1.000000 
23/02/2013 00:00, 1.800000 , 218.322754 , 0.142857 , 0.071429 , 0.064516 , 2.484809 , 24.848088 , 0.333572 , 3.335723 , 0.016113 , 0.161125 , 0.033568 , 0.026854 , 0.033568 , 0.279283 , 0.026854 , 0.000000 , 1.000000 
24/02/2013 00:00, 1.800000 , 218.633469 , 0.142857 , 0.071429 , 0.064516 , 2.463604 , 24.636041 , 0.330726 , 3.307257 , 0.015975 , 0.159750 , 0.033281 , 0.026625 , 0.033281 , 0.276900 , 0.026625 , 0.000000 , 1.000000 
25/02/2013 00:00, 1.800000 , 218.911616 , 0.142857 , 0.071429 , 0.064516 , 2.442399 , 24.423993 , 0.327879 , 3.278791 , 0.015837 , 0.158375 , 0.032995 , 0.026396 , 0.032995 , 0.274517 , 0.026396 , 0.000000 , 1.000000 
26/02/2013 00:00, 1.800000 , 220.088456 , 0.142857 , 0.071429 , 0.064516 , 2.421195 , 24.211946 , 0.325032 , 3.250324 , 0.015700 , 0.157000 , 0.032708 , 0.026167 , 0.032708 , 0.272133 , 0.026167 , 0.000000 , 1.000000 
27/02/2013 00:00, 1.800000 , 220.472737 , 0.142857 , 0.071429 , 0.064516 , 2.422158 , 24.221584 , 0.325162 , 3.251618 , 0.015706 , 0.157062 , 0.032721 , 0.026177 , 0.032721 , 0.272242 , 0.026177 , 0.000000 , 1.000000 
28/02/2013 00:00, 1.800000 , 220.674809 , 0.142857 , 0.071429 , 0.064516 , 2.423122 , 24.231223 , 0.325291 , 3.252912 , 0.015712 , 0.157125 , 0.032734 , 0.026188 , 0.032734 , 0.272350 , 0.026188 , 0.000000 , 1.000000 
01/03/2013 00:00, 1.800000 , 219.947674 , 0.142857 , 0.071429 , 0.064516 , 2.424086 , 24.240861 , 0.325421 , 3.254206 , 0.015719 , 0.157187 , 0.032747 , 0.026198 , 0.032747 , 0.272458 , 0.026198 , 0.000000 , 1.000000 
02/03/2013 00:00, 1.800000 , 219.028915 , 0.142857 , 0.071429 , 0.064516 , 2.425050 , 24.250500 , 0.325550 , 3.255500 , 0.015725 , 0.157250 , 0.032760 , 0.026208 , 0.032760 , 0.272567 , 0.026208 , 0.000000 , 1.000000 
03/03/2013 00:00, 1.800000 , 219.490708 , 0.142857 , 0.071429 , 0.064516 , 2.426014 , 24.260139 , 0.325679 , 3.256794 , 0.015731 , 0.157313 , 0.032773 , 0.026219 , 0.032773 , 0.272675 , 0.026219 , 0.000000 , 1.000000 
04/03/2013 00:00, 1.800000 , 217.894668 , 0.142857 , 0.071429 , 0.064516 , 2.426978 , 24.269777 , 0.325809 , 3.258088 , 0.015737 , 0.157375 , 0.032786 , 0.026229 , 0.032786 , 0.272783 , 0.026229 , 0.000000 , 1.000000 
05/03/2013 00:00, 1.800000 , 216.702275 , 0.142857 , 0.071429 , 0.064516 , 2.427942 , 24.279416 , 0.325938 , 3.259382 , 0.015744 , 0.157438 , 0.032799 , 0.026240 , 0.032799 , 0.272892 , 0.026240 , 0.000000 , 1.000000 
06/03/2013 00:00, 1.800000 , 216.519874 , 0.142857 , 0.071429 , 0.064516 , 2.428905 , 24.289054 , 0.326068 , 3.260676 , 0.015750 , 0.157500 , 0.032813 , 0.026250 , 0.032813 , 0.273000 , 0.026250 , 0.000000 , 1.000000 
07/03/2013 00:00, 1.800000 , 217.382756 , 0.142857 , 0.071429 , 0.064516 , 2.429869 , 24.298693 , 0.326197 , 3.261970 , 0.015756 , 0.157562 , 0.032826 , 0.026260 , 0.032826 , 0.273108 , 0.026260 , 0.000000 , 1.000000 
08/03/2013 00:00, 1.800000 , 218.021995 , 0.142857 , 0.071429 , 0.064516 , 2.430833 , 24.308331 , 0.326326 , 3.263264 , 0.015763 , 0.157625 , 0.032839 , 0.026271 , 0.032839 , 0.273217 , 0.026271 , 0.000000 , 1.000000 
09/03/2013 00:00, 1.800000 , 218.450453 , 0.142857 , 0.071429 , 0.064516 , 2.431797 , 24.317970 , 0.326456 , 3.264557 , 0.015769 , 0.157688 , 0.032852 , 0.026281 , 0.032852 , 0.273325 , 0.026281 , 0.000000 , 1.000000 
10/03/2013 00:00, 1.800000 , 218.488046 , 0.142857 , 0.071429 , 0.064516 , 2.432761 , 24.327608 , 0.326585 , 3.265851 , 0.015775 , 0.157750 , 0.032865 , 0.026292 , 0.032865 , 0.273433 , 0.026292 , 0.000000 , 1.000000 
11/03/2013 00:00, 1.800000 , 217.784694 , 0.142857 , 0.071429 , 0.064516 , 2.433725 , 24.337247 , 0.326715 , 3.267145 , 0.015781 , 0.157812 , 0.032878 , 0.026302 , 0.032878 , 0.273542 , 0.026302 , 0.000000 , 1.000000 
12/03/2013 00:00, 1.800000 , 218.152793 , 0.142857 , 0.071429 , 0.064516 , 2.434689 , 24.346885 , 0.326844 , 3.268439 , 0.015788 , 0.157875 , 0.032891 , 0.026313 , 0.032891 , 0.273650 , 0.026313 , 0.000000 , 1.000000 
13/03/2013 00:00, 1.800000 , 219.560503 , 0.142857 , 0.071429 , 0.064516 , 2.435652 , 24.356524 , 0.326973 , 3.269733 , 0.015794 , 0.157938 , 0.032904 , 0.026323 , 0.032904 , 0.273758 , 0.026323 , 0.000000 , 1.000000 
14/03/2013 00:00, 1.800000 , 220.427098 , 0.142857 , 0.071429 , 0.064516 , 2.436616 , 24.366162 , 0.327103 , 3.271027 , 0.015800 , 0.158000 , 0.032917 , 0.026333 , 0.032917 , 0.273867 , 0.026333 , 0.000000 , 1.000000 
15/03/2013 00:00, 1.800000 , 219.786078 , 0.142857 , 0.071429 , 0.064516 , 2.440472 , 24.404716 , 0.327620 , 3.276203 , 0.015825 , 0.158250 , 0.032969 , 0.026375 , 0.032969 , 0.274300 , 0.026375 , 0.000000 , 1.000000 
16/03/2013 00:00, 1.800000 , 218.838390 , 0.142857 , 0.071429 , 0.064516 , 2.444327 , 24.443270 , 0.328138 , 3.281378 , 0.015850 , 0.158500 , 0.033021 , 0.026417 , 0.033021 , 0.274733 , 0.026417 , 0.000000 , 1.000000 
17/03/2013 00:00, 1.800000 , 219.171081 , 0.142857 , 0.071429 , 0.064516 , 2.448182 , 24.481824 , 0.328655 , 3.286554 , 0.015875 , 0.158750 , 0.033073 , 0.026458 , 0.033073 , 0.275167 , 0.026458 , 0.000000 , 1.000000 
18/03/2013 00:00, 1.800000 , 218.591854 , 0.142857 , 0.071429 , 0.064516 , 2.452038 , 24.520378 , 0.329173 , 3.291730 , 0.015900 , 0.159000 , 0.033125 , 0.026500 , 0.033125 , 0.275600 , 0.026500 , 0.000000 , 1.000000 
19/03/2013 00:00, 1.800000 , 218.226537 , 0.142857 , 0.071429 , 0.064516 , 2.455893 , 24.558932 , 0.329691 , 3.296905 , 0.015925 , 0.159250 , 0.033177 , 0.026542 , 0.033177 , 0.276033 , 0.026542 , 0.000000 , 1.000000 
20/03/2013 00:00, 1.800000 , 218.304549 , 0.142857 , 0.071429 , 0.064516 , 2.459749 , 24.597486 , 0.330208 , 3.302081 , 0.015950 , 0.159500 , 0.033229 , 0.026583 , 0.033229 , 0.276467 , 0.026583 , 0.000000 , 1.000000 
21/03/2013 00:00, 1.800000 , 218.510468 , 0.142857 , 0.071429 , 0.064516 , 2.463604 , 24.636041 , 0.330726 , 3.307257 , 0.015975 , 0.159750 , 0.033281 , 0.026625 , 0.033281 , 0.276900 , 0.026625 , 0.000000 , 1.000000 
22/03/2013 00:00, 1.800000 , 218.921418 , 0.142857 , 0.071429 , 0.064516 , 2.467459 , 24.674595 , 0.331243 , 3.312432 , 0.016000 , 0.160000 , 0.033333 , 0.026667 , 0.033333 , 0.277333 , 0.026667 , 0.000000 , 1.000000 
23/03/2013 00:00, 1.800000 , 219.391217 , 0.142857 , 0.071429 , 0.064516 , 2.459749 , 24.597486 , 0.330208 , 3.302081 , 0.015950 , 0.159500 , 0.033229 , 0.026583 , 0.033229 , 0.276467 , 0.026583 , 0.000000 , 1.000000 
24/03/2013 00:00, 1.800000 , 219.598345 , 0.142857 , 0.071429 , 0.064516 , 2.452038 , 24.520378 , 0.329173 , 3.291730 , 0.015900 , 0.159000 , 0.033125 , 0.026500 , 0.033125 , 0.275600 , 0.026500 , 0.000000 , 1.000000 
25/03/2013 00:00, 1.800000 , 219.535660 , 0.142857 , 0.071429 , 0.064516 , 2.444327 , 24.443270 , 0.328138 , 3.281378 , 0.015850 , 0.158500 , 0.033021 , 0.026417 , 0.033021 , 0.274733 , 0.026417 , 0.000000 , 1.000000 
26/03/2013 00:00, 1.800000 , 219.961894 , 0.142857 , 0.071429 , 0.064516 , 2.436616 , 24.366162 , 0.327103 , 3.271027 , 0.015800 , 0.158000 , 0.032917 , 0.026333 , 0.032917 , 0.273867 , 0.026333 , 0.000000 , 1.000000 
27/03/2013 00:00, 1.800000 , 220.821162 , 0.142857 , 0.071429 , 0.064516 , 2.428905 , 24.289054 , 0.326068 , 3.260676 , 0.015750 , 0.157500 , 0.032813 , 0.026250 , 0.032813 , 0.273000 , 0.026250 , 0.000000 , 1.000000 
28/03/2013 00:00, 1.800000 , 221.402340 , 0.142857 , 0.071429 , 0.064516 , 2.421195 , 24.211946 , 0.325032 , 3.250324 , 0.015700 , 0.157000 , 0.032708 , 0.026167 , 0.032708 , 0.272133 , 0.026167 , 0.000000 , 1.000000 
29/03/2013 00:00, 1.800000 , 221.777443 , 0.142857 , 0.071429 , 0.064516 , 2.413484 , 24.134838 , 0.323997 , 3.239973 , 0.015650 , 0.156500 , 0.032604 , 0.026083 , 0.032604 , 0.271267 , 0.026083 , 0.000000 , 1.000000 
30/03/2013 00:00, 1.800000 , 221.793004 , 0.142857 , 0.071429 , 0.064516 , 2.405773 , 24.057730 , 0.322962 , 3.229622 , 0.015600 , 0.156000 , 0.032500 , 0.026000 , 0.032500 , 0.270400 , 0.026000 , 0.000000 , 1.000000 
31/03/2013 00:00, 1.800000 , 221.428964 , 0.142857 , 0.071429 , 0.064516 , 2.446255 , 24.462547 , 0.328397 , 3.283966 , 0.015863 , 0.158625 , 0.033047 , 0.026438 , 0.033047 , 0.274950 , 0.026438 , 0.000000 , 1.000000 
